road_type,intersection_degree,distance_to_major_road
tertiary,3,12.464139465174144
primary,3,26.040990205588532
tertiary,4,6.424315441166592
motorway,3,1.7451954273206214
residential,4,25.51976193272912
trunk,3,0.7429532720140368
tertiary,3,40.70434783245894
residential,3,6.928282990060586
secondary,3,219.75964462897247
primary,4,4.295351116470791
primary,3,0.20200402225568254
trunk,3,18.657831356070396
residential,3,715.2270459620614
residential,1,140.41208777060822
secondary,3,0.5566380933935519
residential,1,710.1681303142068
unclassified,1,921.0591570672636
primary,3,2.1333119840327504
primary,3,0.2760403697233804
secondary,4,5.2904284139041335
residential,1,345.48820115518765
primary,3,2.1040825310287357
primary,3,0.6388662396217238
tertiary,3,65.41059856719666
primary,4,1.1254083475945063
trunk,3,3.0799759898894696
residential,1,97.37519381488855
secondary,3,6.984243788420595
tertiary,3,5.94818374698209
secondary,3,3.15128577743146
primary,3,5.09981237851657
primary,4,0.4726758758868994
tertiary,4,7.774632536142106
primary,3,0.6355719241083372
primary,4,14.841428067186069
primary,4,12.518492276361654
secondary,3,3.7603876544901698
trunk,3,9.689369065474779
trunk,3,0.043850710040554734
primary,4,10.04863957944167
trunk,3,2.723058215979678
tertiary,3,6.151431002011869
primary,3,5.8948455620908
trunk,3,12.003812814120748
residential,1,157.41985510144661
tertiary,3,59.304473740507554
tertiary,4,32.65709890568541
primary,4,17.55488323810541
tertiary,4,19.077765223636888
primary,3,8.082525588095226
trunk,3,1.544587890539943
primary,3,5.181784793130822
primary_link,3,0.9723503713487471
trunk,3,3.633614511231442
primary,3,3.5802587307645757
trunk,3,0.7422124895166337
secondary,3,5.037506984508446
primary,3,16.197478966960738
tertiary,3,11.512794734192402
tertiary,4,6.046596569087185
trunk,3,18.386717156943327
trunk,3,3.430603346481757
trunk,1,5.9940419780508485
tertiary,3,35.79170208401816
tertiary,3,24.756712097417385
secondary,3,1.4381256548640176
secondary,3,11.948557076951124
tertiary,1,16.637037685268425
trunk,3,2.605474791142365
trunk,3,2.2727519549909814
trunk,3,6.9186742754360475
residential,3,4.648069703796351
primary,3,22.20521395371046
primary,3,16.200155266929666
secondary,4,4.445403368332046
primary,4,0.4978507202962
residential,3,18.315244732208605
unclassified,3,6.1000746258205325
primary,3,11.376188777946787
primary,3,2.808191348345182
primary,3,7.534681617235304
primary,3,4.698751367447587
primary,3,15.898911322813905
primary,1,0.4389152476600463
residential,1,47.09227593383461
secondary,3,2.333362959795573
primary,1,2.2666325403084504
primary,3,0.07021084808793017
primary,4,2.652272373995762
primary,4,3.2856089730665277
secondary,3,2.8942741557014386
primary,4,3.2856089730665277
primary,4,2.829495341712534
secondary,1,0.7056693301846501
residential,3,5.354450768044974
residential,3,13.818864919805488
primary,3,29.66891659317392
primary,3,2.8348652743887386
residential,3,37.470451750210536
tertiary,3,9.765720264886601
secondary,4,1.0046294166604788
trunk,3,3.6448568465877655
living_street,1,34.81628637466964
residential,3,12.649588731675
residential,3,15.373008420675523
residential,3,14.933813303178312
residential,3,25.518788059218057
living_street,3,14.71194152506633
primary,3,0.5692516991897258
secondary,3,1.1514863117704712
primary,3,1.2230599199457661
secondary,3,3.4180488064904164
primary,3,1.2230599199457661
tertiary,4,304.35846882412403
secondary,3,20.691967633675187
secondary,3,7.601530647440211
secondary,3,0.39628397435109264
secondary,3,0.39628397435109264
primary,1,2.0389888687983966
secondary,3,10.21993247790174
primary,3,5.155302425975065
residential,3,49.079595163920686
residential,3,46.037911016428495
primary,1,19.18227076936881
primary,3,0.030601837267753236
primary,3,7.838550078571333
primary,3,17.595371266053878
primary,3,4.451616718706735
primary,4,5.793906455341803
primary,4,7.195990675609559
primary,4,7.195990675609559
primary,4,12.715407460953578
primary,4,2.3287016911419935
primary,4,2.3287016911419935
primary,4,0.9143363422619388
primary,4,0.9143363422619388
secondary,3,3.753518871494331
primary,3,20.231097288440086
tertiary,3,427.33348010304405
trunk,1,2.3259939920540305
residential,3,2.288881038056795
residential,3,2.2194896675793285
secondary,3,7.126948458850856
tertiary,3,40.398764723715296
residential,4,11.521246630780686
residential,3,9.225572973738206
secondary,3,6.278290813816266
tertiary,3,16.590898626203025
tertiary,3,13.327890595034068
tertiary,4,4.670898044298701
tertiary,4,4.174444300437126
tertiary,4,3.1318468270293764
secondary,4,1.3519859415932103
secondary,4,1.8354446489858927
secondary,3,1.3033464989958503
secondary,3,6.438446075609626
tertiary,4,18.555225891840543
tertiary,4,18.555225891840543
primary,4,4.122822256015046
tertiary,4,3.4070570192494403
tertiary,4,2.74652846639786
primary,3,4.756530052748332
primary,3,4.034365911075091
primary,4,4.841047413446116
primary_link,3,1.5925784308147377
primary_link,3,0.695712975429931
primary_link,3,0.695712975429931
primary,3,7.3297252394346115
primary,4,1.517098214408346
trunk,3,6.065683073974193
trunk,3,2.4208709906347132
trunk,3,3.1015640050897497
trunk,3,4.001553117859427
trunk,3,3.3588541905436973
primary,3,9.071798832061285
tertiary,3,241.49034808991888
residential,3,7.517821295445938
secondary,3,2.3724411385888393
residential,4,21.96638805055564
secondary,3,1.503119608013184
secondary,3,3.081114672877471
primary,4,3.64744891278943
tertiary,4,8.202106751504742
tertiary,4,301.6816114042484
secondary,1,0.967117858653633
secondary,4,3.907745881168086
secondary,4,2.551814523952631
secondary,4,4.6822325296992435
tertiary,3,341.8216337455231
tertiary,3,366.48146549390634
residential,3,482.2121711709741
residential,3,487.5240267594932
tertiary,3,511.53090484979526
tertiary,3,575.4480375350776
trunk_link,3,2.360654864883202
tertiary,3,1161.1740350066477
residential,3,468.2254253103051
secondary,3,2.7006233017453605
secondary,3,5.188140854444413
secondary,3,3.3034909171514557
secondary,3,47.231266882571916
primary,3,4.265851285971092
primary_link,4,3.9674508973784257
primary_link,4,3.9674508973784257
residential,3,2.2196059787316185
residential,4,161.30985340347104
residential,3,135.47824246370237
residential,3,135.47824246370237
secondary,3,2.514343113629282
residential,3,145.92385367480802
residential,3,5.744558646638847
primary_link,3,1.1176776708040126
primary,3,1.8690446492958712
primary_link,4,1.256204608501498
primary_link,3,3.6125105682953134
primary_link,3,3.6125105682953134
primary,3,2.376567196353663
primary,3,2.355513820299985
primary,3,2.4088405979964684
primary_link,3,2.8402814578702795
primary_link,3,1.980561115632641
primary,3,3.9090573580924497
primary,3,7.238025792835856
primary,3,0.8762776609870317
primary,3,8.954784319554635
primary,4,3.2650976286143254
primary,4,6.189263149974791
primary,3,3.98908311057902
primary,3,3.98908311057902
tertiary,4,441.1394218235659
primary,3,3.3380060862632335
primary,4,6.698599343090059
primary,3,7.785462099442142
primary,3,0.7316094654668507
primary,4,4.382763082122013
primary_link,3,2.9212207718267624
primary,3,1.9677693401977119
secondary,4,2.8931254188094186
residential,3,5.30625568892378
primary,3,2.29049230209822
trunk,3,6.097331201516923
primary,4,2.8664581937909572
residential,3,33.37103013345587
trunk_link,3,5.254891556098014
trunk_link,3,0.24414610868145342
trunk,4,36.41021416769882
primary,3,3.1065402389462395
tertiary,4,9.329798633659546
secondary,3,5.389013902420059
primary,3,17.789295037817304
residential,3,197.06569842401996
motorway,3,1.9395889744487682
residential,3,1087.2238355794218
tertiary,3,18.38612800114342
primary,3,6.064705028642484
primary,3,1.483311025063252
trunk,3,4.835872558475529
residential,3,11.085920210898353
secondary,3,2.109821832179453
secondary,3,9.747095369057224
secondary,4,7.938320424773455
secondary,4,2.697674516340472
secondary,4,2.613185154784777
trunk,3,7.815573646638848
trunk,4,1.7012662545305879
tertiary,4,199.3448006240135
primary,3,30.879556554107506
tertiary,3,19.639518748390692
trunk,3,20.57136238570649
secondary,3,2.0366518996540224
primary,3,1.04971901476873
primary,3,5.802824403233438
primary,4,3.478989884010099
primary,4,5.243240740421846
tertiary,3,23.89060494607961
motorway,3,0.09920305662672992
motorway,1,0.39440577884623657
trunk,3,1.1112128314081493
residential,3,23.051369667890018
secondary,4,1.822575867443582
residential,4,72.97768385913372
trunk,3,5.900434419383172
trunk,4,1.3426339572217023
secondary,3,4.6166063253691645
primary,3,1.6606219106638826
tertiary,3,4.581015352197339
primary,4,1.390610308479967
primary,3,4.319605895759768
motorway,3,3.59807114002752
secondary,3,2.7048245865543827
motorway,3,5.921383167358966
secondary,3,2.6107660491452402
primary,4,4.097554957906437
trunk,3,22.181865302807402
primary,3,12.494252917110627
trunk,3,2.3934565136063903
residential,3,19.048641651474423
secondary,3,0.43878557593475004
trunk,2,1.1082430608447715
primary,3,3.593052005668889
trunk,3,10.700240220020516
trunk,3,2.8182190231142106
primary,3,118.21768104072015
motorway,3,4.069366039630477
trunk,3,1.5882782208493078
trunk,3,2.550479920345252
primary,4,3.8890323939292903
tertiary,3,14.310460948055562
tertiary,3,30.267547955585965
tertiary,4,9.45793542247633
secondary,3,3.7852838812010603
primary,3,13.754447233944429
trunk,3,1.441357480054883
tertiary,3,19.43748661952015
primary,3,2.491208161448966
primary,4,7.046619753961909
primary,3,4.045339591625818
primary,3,13.468186430856974
primary,1,11.391378969589397
primary,3,0.7722690397163665
tertiary,3,514.3830804865396
secondary,1,1.2653127334463627
secondary,2,9.014769130283577
primary,3,5.0600368565968665
tertiary,3,2.67001038714143
tertiary,3,757.9620604225579
tertiary,4,785.0409089803954
residential,4,966.6745762852128
secondary,4,15.36299019639472
tertiary,3,219.2580285816465
tertiary,3,6.266264554033506
primary,2,6.658115115246028
tertiary,3,449.0473927789353
primary,3,4.21609504502438
tertiary,4,4.232738800315252
residential,4,398.45710435674283
trunk,3,13.13116625909534
trunk,3,4.850108052029831
trunk,3,3.4549511727800826
secondary,3,5.780662432022812
tertiary,3,175.76356717657987
trunk,4,1.8581867359732784
primary,3,7.865825093465623
trunk,3,10.081375450311183
primary,4,2.8939561225717285
trunk,3,16.127183597666736
primary,3,8.195213620881198
trunk,3,3.8781377771050165
tertiary,3,16.323180818593208
tertiary,4,73.53616183642613
secondary,4,0.0437955916764099
secondary,1,3.915606093151611
secondary,3,0.909476838668517
tertiary,3,13.7218044774099
secondary,3,2.552265783554712
tertiary,3,12.02574451035254
residential,3,90.23658249291547
secondary,3,8.419541502496658
secondary,1,13.933668556381457
secondary,3,1.0362578106401557
tertiary,3,319.2782859829527
tertiary,3,509.3149985072248
secondary,4,2.833596678812105
tertiary,3,72.89658647789574
tertiary,3,289.1857989925843
tertiary,3,115.38290582531688
trunk,3,21.644979222545004
residential,3,10.434609635262916
primary,4,0.2893220930247132
tertiary,3,25.79822683748209
primary,4,5.299225449934172
trunk_link,3,5.732729226022537
primary,3,1.4300100524947632
primary,3,22.725258012576656
secondary,1,8.839038375078534
residential,3,18.731704837148705
secondary,3,1.9202160776178538
motorway,3,1.4953371584520332
primary,3,1.0895503510474336
trunk,3,3.488139416775234
secondary,3,2.2123690548735513
secondary,3,2.1909705766216767
residential,3,23.09913830952358
secondary,3,3.7446911765785917
secondary,4,2.499197156564513
residential,3,12.581081846270084
residential,3,20.714413478792025
tertiary,3,343.6555202387854
trunk,3,3.3722435307681997
primary,3,0.10976908861421385
tertiary,4,17.79145882001458
tertiary,3,8.065990227599437
primary,4,10.892188310722588
trunk,3,3.32328180592506
tertiary,4,11.077140655484657
primary,4,3.869657662915559
primary,3,8.30539402572231
primary,3,0.39674595762106607
secondary,3,9.87082085866948
trunk,3,4.569492231993327
residential,3,83.1080085672987
secondary,3,3.6477116331538784
tertiary,4,245.5940365078262
trunk,3,2.866029375694535
motorway,3,3.512954637694266
tertiary,3,25.134711340522216
motorway,3,1.7525293765109604
residential,1,304.0241780201514
trunk,3,0.7135435769857584
residential,4,5.729752987946346
primary,3,24.15247501693121
tertiary,3,66.5607362914539
trunk,3,1.6840372830422001
tertiary,3,28.381564776498195
primary,3,1.2496956798159125
tertiary,3,16.823562294319455
primary,3,12.206756617335492
secondary,3,1.9161027670536834
residential,3,31.062363547487966
tertiary,3,13.145360402781618
primary,3,4.419174755487142
primary,3,1.6047745728518124
primary,3,3.942536885635321
primary,3,0.9767090099424419
primary,3,13.093535410179076
secondary,3,8.832565882966612
primary,3,4.259421686363943
residential,3,25.113991785534598
secondary,4,30.417866751909205
residential,3,20.59999275058021
trunk,4,3.2075253103737724
trunk,1,19.215556320816873
trunk,3,2.380685143289795
residential,4,29.912084990368946
trunk,3,3.7123983387664548
trunk,3,2.152603194504275
tertiary,3,35.288265767897656
tertiary,4,25.63487294425417
primary,3,11.608927826501647
tertiary,3,15.056095328679236
trunk,3,4.110371179938153
primary,3,3.504571386612779
tertiary,3,35.57297655054485
primary,4,4.922494537980693
trunk,3,2.3039142056861297
tertiary,3,115.11312388498597
trunk,3,12.665734694324767
tertiary,3,38.93705190310279
tertiary,3,8.906294189774206
tertiary,4,10.344533937266235
tertiary,3,9.598933247502758
secondary,3,3.5022941756727164
unclassified,3,658.2743032090365
motorway,3,4.600725053416425
tertiary,3,17.709802035812057
tertiary,1,29.841908155281754
motorway,3,1.0202726329638114
residential,1,125.07759340659113
residential,1,158.3455976982476
trunk,3,1.1928944652198852
primary,3,14.312702886847157
trunk,3,16.82913431644898
primary,3,1.5108767466597655
secondary,3,0.18062459655112914
tertiary,3,49.16805889731363
tertiary,3,54.928038721965116
residential,1,744.7079399805974
primary,4,2.727906586265243
trunk,3,0.9178103568098388
trunk,3,9.769564874212696
primary,3,16.373256738460984
tertiary,3,29.76952955314348
residential,3,5.526190053761477
primary_link,3,22.401204300875328
primary,4,2.501290906122702
primary,3,3.112745313846399
trunk,3,7.370340329883185
trunk,3,12.570390404875605
tertiary,3,20.719519947927743
tertiary,3,23.56127168953338
tertiary,3,20.813096762846083
primary,4,3.386151087682851
primary,4,16.9827137108207
tertiary,3,13.893304164173472
primary,4,7.714023604236676
trunk,3,2.2433787956608677
tertiary,3,12.517263497023055
motorway,3,1.9153293975246148
trunk,3,0.6431055793464693
motorway,3,3.2651447495380044
trunk,4,4.787932066940291
trunk,3,1.470231515868632
secondary,3,4.000770540651646
secondary,4,0.5957739811567943
tertiary,4,6.8112029337811135
motorway,3,1.3119702809858136
motorway,3,2.2997456972287083
residential,1,24.9312547090106
primary,3,6.337384296250316
trunk,3,12.243429545448672
motorway,3,4.408811117965706
primary_link,3,6.970677719868715
primary,3,13.868170646270059
primary,3,3.0418222233966983
primary,3,2.8387889538383515
primary,3,2.8387889538383515
tertiary,3,6.014162738237515
motorway,3,7.696667690447532
tertiary,3,26.9914023686577
residential,3,10.72682735010661
residential,3,12.021942920345479
primary,3,13.799785691495423
residential,3,2.200966750861924
trunk,1,4.177160939673923
trunk,3,1.4255348397677914
secondary,1,3.4747464385595137
tertiary,3,11.98192655883567
trunk,3,2.669551611053266
primary,1,61.53547456683192
secondary,3,12.940263750843437
secondary,3,12.940263750843437
trunk,3,8.781458780330013
trunk,3,3.539088774733521
primary,3,8.997811848955967
primary,4,9.69553328907371
residential,3,37.55416420286198
residential,1,43.32733634458873
primary,3,7.433093581491618
secondary,3,13.416170692873965
tertiary,4,66.29643766742937
secondary,4,5.197395890923803
motorway,1,3.133609262281712
trunk,3,5.296892161854296
trunk,4,13.811065142835373
primary,4,2.0349759466539257
tertiary,3,39.46594279551123
trunk,4,22.44087402373253
tertiary,4,0.8174795795344543
trunk,4,5.264550793559552
primary,3,0.28238908086369585
secondary,3,0.6042326445802597
tertiary,3,132.444554499369
trunk,3,0.333284057524649
secondary,4,3.1486805914848413
secondary,3,6.2865938537485135
trunk,3,13.783492351791367
tertiary,3,20.660283952009284
residential,3,25.093151421396282
tertiary,3,13.799691464931637
trunk,3,18.83421089658068
tertiary,1,21.589693507529926
trunk,3,3.822169600345397
secondary,3,3.8056595327997407
trunk,3,5.475254557721516
primary_link,3,10.202820861213425
primary_link,3,18.350741590345788
primary_link,3,14.225666508170926
secondary,3,3.8516908687948854
secondary,3,0.5040087428394125
residential,3,22.333981484521374
primary,4,1.205044461522956
primary,1,26.74025883291596
tertiary,3,58.53595640733835
primary,3,13.171779045135377
trunk,3,21.951223437321254
trunk_link,3,13.759592826329031
trunk,1,0.7157159825151698
residential,1,16.95913422540425
tertiary,3,54.706519929664566
trunk,3,2.1161192886401055
residential,3,28.0348475171299
primary,3,3.800554433550353
tertiary,3,77.18744357239737
primary,4,9.337085121516484
primary,4,9.649297910919422
trunk,3,5.314632448198604
trunk,3,5.879892769112698
primary,3,29.146739771521787
secondary,3,0.13916824849310186
secondary,3,4.899961919800064
trunk,3,2.232287089494441
trunk,3,11.374042742695783
secondary,3,0.029774659857639153
residential,3,9.058825886099985
trunk_link,3,3.3766924774773877
residential,1,27.85860445060717
tertiary,1,5.932545914250006
trunk,3,2.268775001998707
trunk,3,8.248651798147712
secondary,4,0.18012725326302045
residential,3,55.00660671556402
primary,3,2.2401168195995544
tertiary,3,227.77386651332841
primary,3,0.2049688573139478
primary,3,12.029117796710446
tertiary,4,1.4033966448316315
motorway,3,0.6469346491416197
trunk,3,6.311088006522095
secondary,3,6.7224683141039785
trunk,3,9.413451106997254
primary,3,2.8202504458455766
trunk,3,7.206159499191181
tertiary,3,13.3382145339253
primary,3,8.77397576822011
primary,4,6.545584466308157
tertiary,3,32.00111304779627
secondary,3,4.196700987328072
residential,3,23.183005493143714
primary,3,0.07458216061311118
primary,4,36.094059772005686
tertiary,3,14.329095801348608
primary,3,1.2578527599094407
secondary,3,16.71136488367359
trunk,3,4.462825957270073
trunk,3,5.408271023184172
secondary,3,0.3566839975445676
secondary,4,3.771603998068269
trunk,4,3.210649944556705
trunk_link,3,6.203757791447114
motorway,3,2.9476113795827295
primary,3,4.679190607048097
primary,3,11.082533318640538
trunk,3,2.3191264624163286
primary,3,2.8587597692795366
secondary,3,2.776902068431106
trunk,3,8.713395957046401
primary,4,4.126161669210833
trunk,3,52.90948600089246
primary,4,7.805162121506516
primary,4,2.0305979814037287
secondary,4,0.6976994223397941
tertiary,3,13.18122707043061
trunk,3,4.122992549527959
secondary,3,0.8775940614150156
primary,3,17.97092598321201
residential,3,27.525813747902582
primary,3,1.9794830378314503
tertiary,4,462.1049347195003
tertiary,3,24.507386652239134
primary,3,2.095663124482155
tertiary,3,11.96862697130351
trunk,4,0.4770314514001955
primary_link,3,11.300693033568589
primary,3,18.0362552491811
tertiary,3,21.956640479013682
primary,3,13.754752959839356
tertiary,3,10.820610656739023
tertiary,4,13.600421730666723
trunk,4,2.3513827753641374
trunk,3,2.846561825023082
primary,4,1.6291413955119012
secondary,4,6.578556450375254
primary,4,10.025444991176641
tertiary,3,11.784110075700418
tertiary,3,17.39787829049803
primary,4,6.226550926518192
primary,3,3.704004320237343
tertiary,3,27.214023261483312
secondary,3,39.49148132777032
residential,3,40.10109381676597
secondary,3,0.0125783700256253
motorway,3,3.740037531981037
primary,1,0.9110641708375166
motorway,1,2.4924129461584443
trunk,3,3.784681900165965
tertiary,4,83.09078059360202
primary,4,15.280592911759538
tertiary,1,16.46844259693172
secondary,3,6.259706754441461
tertiary,3,6.536828304349247
trunk,3,4.6901829385459815
secondary,5,15.42149277031608
trunk_link,3,0.7109218353210259
residential,3,13.552547349658095
tertiary,3,411.4321356385093
secondary,3,9.525616112261122
primary,3,10.189298928702094
trunk,3,14.478572502816792
trunk,3,19.21149710262527
tertiary,3,9.666155355069433
secondary,3,152.1003268244676
secondary,3,2.6248598187007026
primary,3,1.5540278913012282
secondary,3,2.4438113809539783
trunk,3,2.550721189350549
trunk,3,0.4572743349029793
trunk,3,4.679493758476726
motorway,3,4.315723393624594
tertiary_link,3,5.105047233084261
secondary,3,0.889339879820447
residential,3,15.68437024606936
secondary,3,31.13359734450124
trunk,3,2.6703511749632556
primary,3,14.294880394586732
trunk,3,4.784533334053681
secondary,3,0.890617967183379
trunk,3,1.6320320483685329
secondary,3,4.793269674410414
tertiary,4,7.013663649578317
trunk,3,0.39432085279295487
tertiary,3,20.485469430551976
tertiary,3,12.422959692348893
motorway,3,1.0234495017608631
tertiary,3,28.703065089972558
tertiary,4,232.30418059492314
primary_link,3,9.190836943082928
primary,3,9.327886266682683
residential,4,45.76856100640823
residential,3,2.8172763362504933
trunk,3,2.9222966426609056
motorway,3,4.43049199244501
trunk,3,3.3760890968808632
primary,4,2.094758318815606
tertiary,3,8.474283137520889
tertiary,3,141.4050376277342
tertiary,3,107.20252193276588
tertiary,4,7.1449883783124
secondary,4,6.586879391805428
secondary,4,0.9616992883252274
primary,4,2.315413729780532
tertiary,1,22.530607688437776
tertiary,3,478.16278003983666
primary,4,3.7287191378357525
primary,3,4.712302829062447
trunk,3,3.5448414264346795
tertiary,3,16.038450982499455
tertiary,3,9.04963219245607
residential,1,711.8268076565024
primary,3,2.273216656816444
primary,1,3.3226702111230852
primary,3,1.444545848509847
trunk,1,16.18648530238939
trunk,3,84.88797650125105
trunk,1,0.9653444278477171
secondary,3,27.12486000903218
trunk,4,4.323208051777436
tertiary,3,18.03365724120519
tertiary,1,28.562755401388454
tertiary,4,29.312867510888772
secondary,3,6.243379396516143
secondary,3,2.030663562401374
primary,3,0.21799616449829606
trunk,3,1.1828490265681626
trunk,3,9.11983826098531
primary,3,10.462973360754074
primary,4,4.7300937540353125
primary,3,1.5900360196637129
residential,4,17.693048424424486
secondary,3,2.5861826179529137
primary_link,3,1.297316557234774
primary,4,8.681097989450809
tertiary,4,32.52620954758942
primary,1,8.182396387090101
primary,3,2.7560354926848856
secondary,3,2.5380217147086426
residential,3,48.30781605299087
secondary,3,15.176257045576493
primary,3,0.17885490153729802
trunk,1,0.34969755336091507
primary,4,0.43276416819117886
secondary,3,0.7052681380366497
motorway,3,4.950792949579957
primary,1,1.1331052056768225
primary,4,4.9188812739408805
tertiary,4,17.760602532122377
residential,3,5.08416851984555
trunk,3,27.95261190198245
trunk,3,1.4624149590843623
primary,3,11.774741574898364
secondary,4,10.436204841812888
secondary,3,5.794705505687319
trunk,3,28.113284534493793
trunk,3,9.24795085523909
trunk,3,11.95120145223834
primary,3,2.042486868820244
residential,3,159.49386563025345
residential,1,85.04322294215335
secondary,3,1.4471239395009254
secondary,3,3.2879069642919942
trunk,3,0.2328657352472992
tertiary,1,130.4274405593627
tertiary,3,41.331564851424105
secondary,4,5.848549919263013
residential,3,552.4379914718234
residential,3,29.477446435512256
tertiary,3,16.33752422036304
tertiary,3,11.177144782928675
trunk,4,0.2359754997697309
tertiary,3,16.650054335541576
secondary,3,3.7629928485809523
primary,1,9.08246908821549
trunk,3,3.4215085933530074
motorway,3,3.4087510961345244
trunk_link,4,2.3545047349428754
primary,4,3.54006354467003
secondary,3,1.1062149975816082
secondary,3,1.237267637939444
tertiary,3,17.544872414131312
tertiary,3,106.70442924086447
trunk,3,3.1758219819701416
trunk,4,7.591391472755838
residential,3,19.392520249427793
trunk,1,5.124107653148429
trunk,3,4.625341508077015
tertiary,3,17.33455075609245
trunk,3,0.6455492106485571
residential,1,45.1463123384116
secondary,3,1.0820854077017408
tertiary,5,6.019872005378977
trunk,4,4.814661127068636
trunk,3,1.1972505274637717
primary,3,6.391254933386561
trunk,3,5.879892769112698
secondary,3,0.2407498326227572
primary,3,15.861956492443735
trunk,3,14.08729046177307
primary,3,1.9607608199955573
trunk,3,0.38282623530254123
primary,3,2.5531697916788207
trunk,4,1.7519015667028273
secondary,4,4.541501145200431
primary,3,6.262402589024552
primary_link,3,13.336927674377701
tertiary,3,10.613257052550363
primary,3,0.24970186014089513
primary,3,0.7927667204900398
primary,3,0.7927667204900398
primary,3,2.2450270831208425
primary,4,15.073832206042676
primary,1,8.110597640502101
primary,1,3.495387939655758
primary,4,1.0945254627887215
tertiary,3,12.666408396877225
trunk,3,0.7149853381829279
tertiary,3,15.07296183225994
trunk,3,38.16587927853911
secondary,3,1.1247355080955752
secondary_link,3,0.6316785082710951
primary,3,6.068805017291552
trunk,4,2.702002387587671
residential,4,45.109460217707635
primary,3,12.177231154674809
primary,3,1.2180743174839497
residential,1,90.50527623310778
tertiary,1,25.09584178400802
primary,3,3.450067596730631
secondary,4,7.85361372313601
primary,3,18.549246592559864
primary,3,10.433490165922054
primary,4,4.512328882729312
primary,3,32.30052722575663
primary,3,6.700724406863507
primary,3,4.072200403576651
tertiary,1,45.03370799568604
primary,4,0.7694753877389081
tertiary,3,19.188456451475968
tertiary,3,72.28981843927774
primary_link,2,1.9382962692780419
primary,3,8.241991508888596
primary,3,2.801368676604547
motorway,3,2.366094718701216
tertiary,3,37.725159810303225
primary,3,3.554379945095381
tertiary,4,14.422463540035519
trunk,3,6.3438382714328965
trunk_link,3,1.5927268479721257
tertiary,4,402.29686344987
trunk,4,4.228670751891382
trunk_link,3,0.0929535524090006
trunk,3,1.1619365965836863
trunk,3,0.42394954412989677
trunk,3,12.83231438444624
trunk,3,3.050256567209927
primary,3,5.316179680537078
trunk_link,3,5.404967125835956
primary,3,3.4297963131675044
primary,3,1.8373536100217547
secondary,3,5.829730884010043
primary,4,5.371480784877117
motorway,3,1.0678512713563098
trunk,3,2.8011122299823352
unclassified,3,75.02191563761542
primary,3,6.209676634503964
residential,3,200.03209418113005
tertiary,3,25.00728720011952
primary,3,3.6794095765750297
unclassified,4,325.97913856519983
primary,3,12.148537993997127
primary,4,6.276849314133276
primary,4,4.278182917832779
motorway,3,2.753212782606066
primary,4,1.0026974929018417
trunk,3,1.1765308565116688
primary,3,24.080959978303238
tertiary,1,14.604287096251152
tertiary,4,28.371115937146616
trunk,1,2.850956110465261
primary,3,5.683087783016563
residential,3,28.48308153671487
motorway,3,0.664175146341636
primary_link,3,25.880906020682048
tertiary,3,12.871739499297119
tertiary,3,27.051118402345384
primary,3,2.155241361629583
tertiary,4,4.278809253913606
residential,3,5.6672062920024775
trunk,3,5.914547461795238
trunk_link,3,20.494794935093946
motorway,3,2.9109448921070924
residential,1,33.12174512164912
primary,4,10.005598223430866
primary,3,2.551321215843917
primary,3,4.118724673296721
tertiary,3,14.64876291448099
trunk,3,9.184277127348084
trunk,3,8.503809887583545
trunk,3,5.178469092289643
trunk,3,4.7650576728414284
trunk,3,4.3376952645960305
trunk,3,0.6089951167412947
primary,3,5.861128033524343
trunk,4,6.250425338807808
secondary_link,1,1.5814073930265986
primary,4,3.49717193862465
primary,3,2.1848435380228524
primary,3,1.6232601080789597
primary,4,12.58467517997044
trunk,3,2.0800654522035935
primary_link,3,54.19546070044168
trunk,3,2.767000249824894
primary,3,0.6029867297301896
trunk,3,4.219370617845925
primary,3,10.850250204331049
tertiary,3,10.705365538239725
trunk,3,3.8368094545133014
unclassified,4,15.939046039046758
unclassified,4,19.155425494223994
primary,4,4.635399250263123
primary,3,14.163416692935156
primary,4,3.469068352480469
primary,4,9.479361114703266
primary,3,2.4388480187469534
secondary,3,5.695450038387473
residential,3,14.874785150751606
primary,4,2.3512281758780103
trunk,3,1.4815507623838717
primary,3,1.8193520191412698
motorway,3,0.20626282477117794
trunk,3,7.444116850580654
tertiary,3,160.77170562208786
tertiary,3,10.240309248267321
primary,1,27.14119637746231
secondary,3,2.8527772554460444
residential,3,40.948855552162456
residential,3,32.57456563171559
trunk,3,2.1047827406019084
secondary,4,0.6251970797525945
trunk,3,2.301812783019729
trunk,3,1.6794702892591484
primary,3,1.1265635344169402
primary,3,22.236269145555703
tertiary,3,11.198428092381633
residential,3,7.292218879028986
primary,3,7.087078616064595
primary,3,11.027286790797469
residential,4,17.047677390316125
primary,3,10.134354159144365
trunk,3,2.2708074479110816
tertiary,3,19.96651192696169
primary,3,0.8831399030198215
trunk,3,14.272351676142211
tertiary,3,10.888443301783237
residential,3,562.6215759040632
residential,3,30.74484253336392
primary,4,2.3481169166546496
tertiary,3,8.473658407011492
secondary,4,45.24218447478588
secondary,4,8.000093492022913
primary,3,1.9897326670873439
primary,4,3.659061726425688
residential,3,5.35479141267256
tertiary,3,46.228120828880954
tertiary,3,134.29968877499485
tertiary,4,3.202456800888491
tertiary,3,12.31715162730791
primary,3,0.3967519245510847
primary,3,4.614643176872581
tertiary,3,24.205205073273525
