road_type,intersection_degree,distance_to_major_road
secondary,3,1.3777413784372465
tertiary,3,26.390024706642237
tertiary,3,9.142280937872915
residential,3,7.487588870284335
residential,3,39.475966153133975
trunk,3,0.6081771541951504
trunk,3,2.770270422972656
primary,3,10.375407058752527
secondary,3,6.570215768215165
residential,4,19.012816521759394
tertiary,4,26.137355996275794
residential,1,18.485087635119974
tertiary,1,42.79691378550165
tertiary,3,57.092365439638776
motorway,4,1.673373963044749
trunk_link,3,1.8462859137803447
trunk_link,3,9.507626451476865
residential,4,23.42662934867178
tertiary,3,38.181467204394394
primary,3,14.77499627944869
primary,3,2.6987144520458815
trunk,3,2.991601977228463
secondary,4,1.9194270435261345
residential,4,140.76671530596658
trunk,3,0.39677763339846056
tertiary,4,3.177476498401642
tertiary,3,11.16158088902053
secondary,3,4.905347270205406
trunk,3,3.451485896061741
trunk,3,9.37677260456505
secondary,3,3.625793808821746
secondary,3,20.028888096845133
primary,3,4.562010894659232
primary,3,3.330002934405975
primary,3,3.027222937350597
primary,3,7.7567790781977335
secondary,4,7.78045300723843
residential,3,22.588469320712488
tertiary,3,86.06143733446682
tertiary,3,6.1810657739117465
living_street,3,5.397431205566156
primary,3,4.217543023860499
primary,3,5.035212858122608
trunk,4,0.5162625255114396
residential,3,100.35982751759
residential,3,30.24365177783163
tertiary,3,9.753218421682737
primary,3,10.986088085538224
motorway,3,1.365334083440807
tertiary,4,6.647072075507959
primary,4,4.2652775006375805
primary,3,11.553189143657875
tertiary,3,4.130921471829923
primary,3,9.635648664295104
primary,3,5.651571396289831
secondary,3,9.723240444032255
residential,3,14.013764589451492
secondary,3,4.922578034018973
primary,1,2.164998250686145
trunk_link,3,4.001108383454247
trunk,3,6.213959314993634
trunk,3,22.67468233569915
trunk,3,6.5715737209580745
secondary,3,5.321186835464209
tertiary,3,19.95762736608075
secondary,3,0.35811140174482314
trunk,1,1.1279231199533641
primary,3,4.753068429984363
primary,3,12.783016072675307
tertiary,3,46.951909988714
living_street,3,6.956445479436371
trunk_link,4,4.930514790531109
trunk,3,1.960683716070532
unclassified,3,13.983921207419133
trunk,3,2.0357536112337917
primary,3,0.9897087500626279
secondary,3,3.2492394164491185
primary,3,5.385972497036133
tertiary,3,20.223746552265933
trunk,3,2.3711817329173845
primary,3,4.163388207238928
tertiary,3,14.021088642293767
residential,3,10.178394810500901
primary,4,2.9420909937015454
tertiary,3,9.44550956156319
tertiary,1,16.43642546962191
secondary,3,1.56230070704474
tertiary,3,35.35957528550376
secondary,3,3.7828290725907614
trunk,3,4.869999690552639
trunk,3,21.576116618917816
secondary,3,1.9119035469359524
primary,3,2.8187547618529707
residential,4,17.076830632825985
secondary,3,3.0964976446482715
primary,4,4.611759044737254
tertiary,3,15.083020947873743
trunk,3,3.5789455184345353
primary,3,6.914357148070605
residential,3,46.67306426619202
primary,4,2.2596277683319226
secondary,3,0.39900134557411143
secondary,3,0.22759466992593408
residential,3,1.5192574602970712
secondary,3,4.633298919493134
secondary,3,6.915716631614492
trunk,3,9.777336890033384
residential,3,38.062580618535954
secondary,3,2.185674440517202
primary,3,53.90954595190646
primary,3,53.90954595190646
trunk,4,0.9650091212297289
residential,3,29.13148409701435
residential,3,11.371879916548131
secondary,3,0.2678501107581908
primary,3,8.381507565172797
secondary,3,0.5999754482991282
motorway,3,0.912384983038059
trunk,3,1.8363699217527512
tertiary,1,14.53848173383531
trunk,3,2.6650623804006632
motorway,4,2.9738120060325137
residential,3,31.03350143624159
motorway,3,1.1029756073271018
primary,4,0.1452308541443287
primary,1,2.624666116331795
tertiary,4,398.80771990910677
residential,3,6.339005955638051
tertiary,3,41.067317576698656
primary,3,0.14713259699226314
tertiary,3,6.131051691664218
trunk,3,2.095710611337567
primary,1,6.749095253807184
trunk,3,0.7720533561720775
tertiary,3,611.7424357110098
tertiary,3,168.07898963644533
residential,1,235.81590103664564
secondary,3,10.491293128625047
primary,3,4.082538438310531
trunk,3,18.016438922024108
trunk,3,1.4009375228573984
primary,3,7.490203620421821
residential,3,12.930134186635089
residential,4,2.72889971646662
primary,3,11.716637609434795
secondary,3,13.974169166169329
primary,3,2.923314233851255
primary,3,8.626125660909775
tertiary,4,132.75094087255533
trunk,3,1.632467575944007
tertiary,3,12.590235044153111
primary,3,0.9080034785580711
secondary,3,3.788559233444426
trunk,3,1.7852446372180353
tertiary,3,39.53241626731342
tertiary,3,258.8769744947305
trunk_link,3,1.8005590408067476
residential,4,4.5867594114106875
residential,3,26.91739865508846
trunk,4,0.15617129708652688
residential,3,28.784294823835573
trunk,3,3.0755135284691857
tertiary,3,6.150709936386961
tertiary,3,26.110770572563567
secondary,4,4.945392826603171
residential,4,9.124484192996238
tertiary,3,112.31421412823558
primary,3,1.1357783244254391
residential,3,11.56068066049974
tertiary,3,33.436108844591125
secondary,3,0.06858238207356354
primary,3,8.365287797964003
primary,3,0.10624476874774894
primary,3,2.3776428437152286
trunk,4,3.66468768666016
residential,3,42.797163495976676
tertiary,3,20.969773954923806
primary,4,2.9648025068849297
trunk,3,1.020373981190085
secondary,3,13.734520645811065
trunk,3,3.7482758323060614
primary,3,20.657557518578002
tertiary,4,26.26274361962322
trunk,3,8.509732925704604
residential,1,32.10987314244385
residential,3,26.22555160810632
residential,1,66.28298578147488
residential,3,21.056689192662066
primary,3,34.201375463949
primary,4,3.298592478103052
secondary,3,2.5222674927764976
primary,3,2.8634924617405497
tertiary,3,10.765143142139172
tertiary,3,28.70582094865413
trunk,1,5.7684775276574305
primary_link,3,18.78287838789497
primary,3,1.0973189398415177
secondary,3,110.21667239111203
trunk,3,1.311773348467476
motorway,3,2.2896972475378647
primary,4,9.202745101115452
motorway_link,3,0.701358669109245
tertiary,3,6.121288625884965
primary,3,91.54708610367979
primary,4,0.3936628220408674
secondary,4,3.6411773095214826
residential,3,10.666236943246217
primary,1,27.10151519213452
primary,2,1.7559389367768439
secondary,3,7.122708641418229
primary,3,4.498995573888936
secondary,3,14.520461812823447
primary,3,12.975771879715454
trunk,3,26.788290029541066
primary,3,4.766511233596007
secondary,3,5.1821096015828445
residential,1,41.86078330441599
tertiary,3,7.992827413027573
residential,4,57.72030947947197
trunk,3,3.8044777983439495
tertiary,4,12.712911279775621
tertiary,4,20.49886317082163
tertiary,3,11.444887745377704
tertiary,3,22.68001060390866
primary,4,6.794713736241089
secondary,4,1.8201506547550403
primary,4,4.187746497861135
tertiary_link,4,64.98713159878794
primary,3,0.4289306257525292
motorway,3,1.4794250386636882
trunk,3,1.5474461121941139
primary,3,30.021794103176624
secondary,3,12.22729148927425
primary,4,5.296498043259065
primary_link,3,0.8484733116925757
secondary,3,6.837527084656038
residential,3,152.58359951651843
tertiary,3,670.18644537038
primary,3,14.97700540469726
secondary,3,8.553279273286504
tertiary,4,25.59900868129291
primary,3,6.192136303888941
primary,3,1.1440504694129856
primary,3,2.2290331466357163
trunk,1,3.086237164383255
trunk,1,5.564824933189819
primary,3,9.01433684264159
tertiary,3,18.421513690071592
primary,3,4.771711425134388
residential,1,34.912386635045
primary,4,0.5848350569258269
tertiary,3,8.095617735426313
residential,4,81.90638683282948
tertiary,3,24.999582061331036
tertiary,3,39.59720817873541
tertiary,5,6.509130348454697
secondary,5,3.3658758085488873
primary,3,1.7245624036413463
tertiary,3,2.4640259091296417
tertiary,3,16.393335981637016
primary_link,4,10.270954248801132
primary,3,3.2245286829180886
secondary,3,0.8177616121937754
trunk,3,2.231326296425655
primary,3,19.33968723571136
primary,3,3.875878899805526
trunk,3,0.9365678055392704
primary,3,1.9131101948964253
tertiary,1,6.503167888622025
trunk,4,1.073724996076473
motorway,3,3.3142680021724527
tertiary,3,7.117781312125544
trunk,3,7.517317578634744
secondary,3,8.096092416851238
tertiary,4,4.1618340948259
secondary,3,13.604546814785314
tertiary,1,11.289585365548598
tertiary,4,20.35599212768551
primary,3,5.10678400970593
tertiary,3,13.102632568383694
residential,3,18.309675104659167
primary,3,4.532802022507279
tertiary,4,870.9224820716636
motorway,3,0.5762020702836202
trunk,3,2.7063807750210342
primary,1,2.934863432638732
primary,3,13.105916866713326
trunk,1,2.8308868214700533
trunk,1,0.03931478092829281
trunk,1,0.8900403065621001
unclassified,3,35.709625381572664
tertiary,3,83.41766608579391
tertiary,4,410.745756515586
primary,3,2.7221418639903323
trunk,3,2.7605384639229524
tertiary,3,14.832751471115534
trunk,3,4.358586873469771
residential,3,22.3158958310651
tertiary,3,29.452687447541216
tertiary,3,10.989832203970968
residential,3,9.144424404092083
primary,3,20.363599025375443
trunk,3,4.715654830859716
primary,4,2.8394247872225553
tertiary,3,12.12911324123607
trunk,4,0.23044499251274486
trunk,3,3.411476211269206
trunk,4,2.9687807818029963
secondary,3,0.6383651421213494
residential,3,14.320257864661572
primary,3,48.3979919639761
residential,1,40.13127143834767
primary,3,2.949801247609427
primary,3,10.695482742865893
trunk,3,0.8505506684443452
primary,3,4.25339850205681
primary,1,50.30560520884899
secondary,3,21.589139298132597
tertiary,3,50.68048365967941
primary,3,13.525853405923629
tertiary,3,14.853066351319827
trunk,3,48.278016029981906
tertiary,1,6.394153305580747
trunk,3,3.745466583531965
primary,3,5.288002899164795
secondary,4,19.752565574450376
trunk,4,0.38650874482395203
primary,4,3.1376288206387355
primary,3,8.651766680383147
secondary,3,8.167388239690071
trunk,3,7.6007032089856565
motorway,4,2.5166268004691377
primary,3,11.624754484735929
tertiary,3,59.734760323923894
secondary,4,3.2521936314223856
trunk,4,1.892113193154536
secondary,3,2.640395554627051
secondary,3,3.444231548371239
secondary,3,6.060860987363333
secondary,3,0.5967254178133848
tertiary,4,215.80389396529887
trunk,3,5.755678434409416
trunk,3,1.1322567898390772
secondary,3,9.85491233585828
trunk,4,1.2334883841826403
primary_link,3,2.0180231128622035
trunk,3,2.577707224731925
trunk,3,3.411476211269206
primary,3,0.3321000623018147
tertiary,3,464.7019036418728
residential,1,81.17739144265214
trunk,3,60.17403159176142
primary,3,20.818373902686915
tertiary,3,10.033174262444472
secondary,3,0.7226508880507796
residential,3,37.895855207843695
trunk,3,8.605070217540531
secondary,4,5.545292889809744
motorway,3,1.053009236073747
tertiary,3,8.224207171708969
primary,3,1.0568703974374347
primary_link,3,0.7429905827198602
primary,3,6.9176494181012425
primary,4,2.416977414342915
tertiary,4,51.19591714678945
tertiary,3,750.2305723272908
secondary,3,1.033314235213279
tertiary,4,12.64923122957776
trunk,3,2.2011648459522073
secondary,3,2.0829689851374993
tertiary,4,21.54592977987462
tertiary,4,8.811732320790272
trunk,4,0.3792420243630657
primary,3,4.295825051769529
primary,4,0.3795146878638658
primary,3,0.3408527066245699
secondary,3,2.3123444067551318
tertiary,3,5.167742164206509
trunk,3,0.5841313710958591
trunk,3,0.8782407080438149
primary,3,1.1936492535233585
secondary,4,2.542153703998911
primary,3,2.824092482070803
primary,3,1.141407465298056
secondary,3,2.3311925896218435
tertiary,3,749.4190014073345
primary,3,10.316389786231783
secondary,3,1.541985235345577
secondary,3,1.541985235345577
motorway,3,5.274989803662559
motorway,3,6.2430375185203975
secondary,3,3.8915333244707195
secondary,3,0.45315866435756524
secondary,3,1.9887236000755557
primary,4,3.8927867070155933
secondary,3,0.2527563707477158
primary,3,8.194727165519673
primary,3,2.5348851858330494
tertiary,3,134.7891002593979
primary,3,7.380829837806504
primary,3,4.5226257507305805
primary,3,1.495475694195442
motorway,3,0.23818323322331356
trunk,3,5.035145778644488
primary,3,4.688140854446884
tertiary,3,758.7646496847096
trunk,3,5.1497664448892095
secondary,3,2.119109963842284
primary,4,2.627874996398216
tertiary,1,14.573303123623917
tertiary,3,6.990987582088451
trunk,4,3.5937647585212305
secondary,3,0.20588737645743369
primary,3,6.947440653431776
secondary,4,2.6885616803566204
trunk,3,4.911975877003824
primary,3,4.411587010959253
living_street,1,75.38401191678145
primary,4,0.7463384704042856
primary,4,2.171874645639646
trunk,3,3.049322564748261
secondary,4,3.528826168436022
tertiary,5,318.2412532531391
secondary,4,7.176732339621048
residential,3,5.7092726368951405
secondary,4,6.328655583321758
primary,3,7.918281183773482
tertiary,4,5.454209750646156
trunk,4,0.29859907970179705
tertiary,3,10.717262602498288
primary,4,10.214805782808838
secondary,3,2.007196358404548
tertiary,3,8.646774224324526
residential,1,761.9350559545147
living_street,4,20.466885643258113
primary,3,3.9247621104397434
trunk,3,3.1840454159590323
trunk,3,6.176240939859973
tertiary,4,11.110752406434608
primary,3,14.909450056236846
primary,4,7.497691052699795
primary,3,13.361137780574536
primary,3,5.763108398299035
primary,3,1.9149907444429177
secondary,3,16.89665865620975
secondary,4,2.2201088330676106
tertiary,3,143.98998629866688
primary,3,3.8387262197959306
residential,3,17.70808205772718
tertiary,1,11.25252438979364
trunk,3,0.06264228110161237
primary,3,4.166233120979351
residential,1,113.90783814138985
tertiary,3,741.8390256814674
trunk,3,5.755674900465386
tertiary,1,7.920289974341754
residential,1,33.919588040498276
trunk,3,10.089065372481002
tertiary,3,10.696376622412012
trunk,3,1.0990645272976167
primary,4,4.604021889550185
tertiary,3,29.008080718533837
tertiary,3,8.431208423412569
trunk,3,1.9291039209818321
residential,3,21.013869335819685
primary,3,3.6587856872916618
primary,4,2.648300543438294
tertiary,3,7.286876531955148
primary,4,0.3976120808176835
trunk,3,4.391501624067433
primary,4,6.29349767088012
trunk,3,1.915384843857606
residential,4,2.307600848361503
trunk,3,73.95478558971286
tertiary,3,2.203254563730051
primary,3,19.592388472835133
primary,3,13.247950524937362
primary,3,20.216694114338683
secondary,4,2.042646353950498
secondary,3,1.3040238204518295
motorway,1,1.2569918112195606
trunk,3,5.052224343484039
trunk,3,3.2126511949837724
tertiary,3,14.596177634649278
tertiary,3,10.853871582403706
residential,3,61.28183829806682
tertiary,4,165.0175518497392
secondary,4,7.7381583281103845
primary,4,0.5197099973733469
tertiary,3,11.691949454566487
tertiary,3,756.6903394207455
tertiary,1,18.851410544774847
primary,3,8.327801258430918
primary,4,3.1393298756707373
secondary,3,0.10213105621255103
tertiary,3,16.703051043749685
secondary,3,1.0839712563877926
trunk,3,6.795175420909456
residential,1,295.972117242712
tertiary,3,8.497502260486886
trunk,4,4.323493265995738
tertiary,3,6.313828934456474
primary,3,5.128706614231598
residential,3,149.23999131878006
trunk,3,5.300722158073459
residential,3,18.660803009368163
tertiary,3,263.2342184367537
tertiary,3,265.4630134255093
residential,4,21.000760604848196
primary,3,1.2492568931457078
secondary,3,2.320014863835261
tertiary,3,8.88776049405724
residential,3,6.308535023164397
trunk,3,1.2699224782507152
primary,3,28.875412472931604
trunk,3,0.49791785531083693
trunk,3,8.791448882615079
secondary,3,6.336065373561978
tertiary,4,10.352624837217284
tertiary,3,746.8842488734026
tertiary,4,11.317888569100626
primary,4,6.087695381369996
primary,3,0.39830613882024407
primary,4,4.256628221981238
tertiary,4,301.42145820175483
trunk,3,8.20376266302779
trunk,3,0.07984404484040127
tertiary,3,5.863989604195674
tertiary,3,8.471812369238643
motorway,1,4.04718693045053
tertiary,1,14.8506861632874
secondary,4,18.60017059087953
tertiary,3,19.59191739163256
trunk,4,2.698388900041481
primary,3,10.415310024638483
primary,3,11.648116319008183
tertiary,4,5.04795326757553
residential,3,11.88277633419628
primary,3,5.512006698919503
primary,3,4.000591131168137
trunk,3,0.24412159015479948
tertiary,3,18.235752842818055
residential,3,738.2170731654154
tertiary,4,12.976317146022232
primary,3,0.5298767689610467
tertiary,3,11.305562150742347
trunk,3,0.3962737510042418
tertiary,4,10.60498240679847
trunk_link,4,3.6950656215576205
tertiary,3,25.344788595148213
primary,3,4.003764228361239
tertiary,3,6.876687267454703
secondary,3,4.238002720077562
secondary,3,0.9649795278085849
primary,3,3.6263003967670393
primary,4,6.5826172017295015
residential,1,105.14159590886474
primary,4,16.301357399093966
secondary,3,13.644198859493752
tertiary,3,315.76549658948534
tertiary,3,308.3126011984102
tertiary,3,15.227975968008739
trunk,3,2.9112822411193626
trunk,3,1.9894675490566722
tertiary,3,454.02689233891823
trunk,3,0.23746957396339854
trunk,3,1.0798892255057069
primary,3,10.886907525083204
primary,1,25.82447538496212
trunk,3,5.63688382709412
primary,1,2.195275496299301
primary,1,6.466640767544306
primary,3,0.6668056241027921
primary,3,47.80759233990606
primary,4,6.364655429012251
primary,1,3.7909576934197866
tertiary,3,754.2491077492703
primary,3,13.073873925400514
primary,3,1.7942200425067727
primary,3,6.463173472006224
tertiary,3,7.74239563808646
primary,3,8.122681850298173
tertiary,3,7.170803786754866
primary,1,16.64026463253905
residential,3,25.46688543240727
secondary_link,3,0.8486968056395356
trunk,3,3.7175370962405023
primary,3,0.42967181095315476
tertiary,3,22.1391423297859
primary,3,5.6808293404307975
secondary,3,10.603931212869636
secondary,3,0.2278292428423682
residential,3,146.89151189697083
tertiary,3,68.57523288802994
trunk,3,64.34743321281762
tertiary,4,132.99196127676393
tertiary,4,10.161476567707917
primary,4,4.169724629609621
trunk,3,17.50275816996751
tertiary,4,17.789692930074434
tertiary,3,24.012324514795797
trunk,3,6.907802299523815
secondary,3,8.270378549399261
residential,3,15.987091330352275
tertiary,4,8.182272284713386
tertiary,3,12.509662094068606
primary,3,5.8680145374162995
residential,3,25.940718951241212
tertiary,1,27.949218457570527
tertiary,3,6.787872177596069
primary,3,7.381218907797432
residential,4,4.399565986703525
tertiary,3,6.444754102033513
residential,3,13.739600018676752
residential,4,353.94058337598034
residential,3,3.30067478081272
trunk,3,2.117153174622052
tertiary,3,6.88944145367582
tertiary,3,7.238083782571011
tertiary,3,44.80751095847495
residential,3,186.57126112619744
trunk,3,9.01038379368624
tertiary,3,744.0865546278598
secondary,5,3.272718239665819
trunk,3,3.371217870297577
trunk,3,0.9786381709692923
secondary,3,1.0822057486336376
motorway,3,0.2879830842860993
primary,3,0.8545500133803561
trunk,3,1.5893935442430427
trunk_link,3,2.614400311816659
primary,3,6.447398460919031
primary,3,6.296724386571939
primary,4,5.257049890174863
primary,3,5.833357741922429
tertiary,3,6.308328963033676
primary,3,0.4797951932372488
primary,4,1.832798296755072
primary,4,1.832798296755072
tertiary,4,21.79661179331549
primary,3,6.2316656356373805
motorway,3,3.8086658837298453
secondary,3,4.436671239725223
primary,3,3.5837884768902173
tertiary,3,220.84359602751587
trunk,3,7.000162765241565
tertiary,3,5.244465811826247
tertiary,3,30.58998686152695
trunk,3,2.6021503015675242
tertiary,3,12.77993523704558
residential,3,6.957067450105902
secondary,3,0.6509578476331498
secondary,3,3.385076424863522
secondary,3,7.521809896771715
trunk,4,3.444609592465136
primary,3,2.4560334011211116
secondary,3,9.18469879221511
tertiary,1,13.680083300542481
primary,3,0.5807124374929279
trunk,3,17.967959271504313
trunk,3,17.967959271504313
primary,3,51.23930735193389
secondary,3,2.243561745042927
primary,3,21.66674268213678
trunk,4,0.6880623496457048
secondary,3,6.084375683484976
secondary,4,2.987049516808023
trunk,3,3.297620999557022
trunk,3,2.9110838650955215
trunk,1,0.6260970810627282
trunk,3,2.0181349170507707
secondary,3,4.612633960048236
trunk_link,4,2.2274559375279135
trunk_link,3,23.945002264114237
trunk,3,3.4628926225749685
trunk_link,3,1.1131544109165805
trunk,3,18.296665760376314
tertiary,3,8.77785027311566
trunk_link,3,25.25662844886599
primary,3,14.442121725537088
trunk,4,5.336250270584431
secondary,3,0.7626170812549204
secondary,4,8.335012347071157
primary,3,1.0199493581630033
tertiary,3,7.6642986385561915
secondary,4,6.8235408636566905
secondary,3,1.258491260869603
primary,3,15.360777707398926
secondary,3,1.078269034270546
tertiary,3,184.75108483224554
primary,3,6.228146106163069
tertiary,3,4.8978989333722005
secondary,3,0.4323101062391918
motorway,3,1.771102129693639
tertiary,3,513.5657301832508
primary,3,3.1587627114626042
primary,3,0.6818474854293365
tertiary,3,562.8912535867969
residential,3,18.997380294327368
primary,3,34.89734012632419
trunk,3,1.9059206774269253
tertiary,3,194.80770694652196
secondary,4,8.014633037944753
trunk,3,3.1608737541271794
trunk,3,13.537254583522055
primary_link,3,1.4567693438260403
trunk,3,0.16835411711750028
tertiary,3,8.511618977963629
secondary,4,1.933501504357405
primary,4,3.04990668259765
tertiary,1,14.661266579556749
trunk,3,0.07130770394949361
primary,4,5.274238000853902
primary,4,3.8509943675971012
primary,3,6.047265893365186
primary,3,8.71059628163286
primary,3,3.477917379337515
tertiary,3,16.68309650448518
secondary,3,0.27849429490337857
trunk,3,9.628930058961423
primary,3,2.193328937024089
primary,3,4.000312546317262
primary,3,5.264722891703243
tertiary,1,140.07067504299394
tertiary,3,756.1957370054438
living_street,1,94.24061569206513
residential,4,25.70831363190928
primary,4,5.341269358083268
secondary,3,0.5924030500446257
primary,3,46.03225592341513
primary,4,11.212234363569223
primary,3,7.701065777921799
tertiary,3,14.665666333589384
tertiary,3,7.683562194257949
residential,1,92.96222511166319
residential,1,39.67476928732546
primary,4,10.299331802589782
residential,4,39.415164409726714
primary,4,3.3415291116253814
tertiary,3,31.962588023167154
primary,4,0.5892667861789688
primary,3,4.145721435208118
secondary,3,1.0770078474622897
secondary,1,6.130420434776427
primary,1,5.429693199421671
trunk,1,0.7353142014880041
primary,4,10.226163831512618
tertiary,3,190.52987524549067
primary,4,1.5194171880084302
tertiary,3,194.46980334739015
tertiary,3,194.46980334739015
primary,3,5.762391041348749
primary,4,2.7326381994639624
residential,3,13.43147256206241
primary,4,2.047953242042691
tertiary,3,37.59021710307091
trunk,4,3.79707517389254
trunk,3,10.246800381515605
trunk,3,3.798064403777536
primary,4,1.1292076509198594
secondary,3,1.8540794444856525
trunk,4,1.9235707105017963
primary,3,1.7869054968315006
primary,3,15.519750758449545
residential,3,92.46871130434414
primary,3,9.191682478079938
secondary,4,0.6318037248469468
primary,3,0.20939400787896786
secondary,4,4.25560295435299
primary,3,3.8768360315481916
trunk,3,3.050296468653974
trunk,3,12.94593016567349
trunk,3,15.703650649604173
secondary,4,0.46482738405898205
secondary,3,12.199522184966508
trunk,3,3.2378375741447507
primary,3,48.16008738896115
primary,3,3.091589304862274
primary,3,4.675099494741056
primary_link,3,4.262011365854449
trunk,4,6.462526061163643
trunk,3,5.977767095327979
primary,3,7.865974694746263
primary,3,11.496308896168388
secondary,3,7.599622615760291
secondary,3,5.122240914162798
primary,1,8.135308866804255
tertiary,2,42.19445876216878
trunk,3,7.555186402504845
tertiary,4,11.006820394153525
primary,3,8.388985172492196
primary,3,0.03862361359368278
tertiary,3,9.036939951629634
primary,4,4.143564210301847
trunk,1,4.864140888934173
primary,3,2.0648570941248994
tertiary,3,6.417303593223188
trunk_link,3,0.45293849993345253
secondary,4,0.0742357881938266
secondary,4,2.6803313663367274
residential,5,7.5525800233930385
trunk,3,1.9944297188459998
trunk,3,84.51958666169114
residential,3,20.62941036353331
trunk,3,6.6453580304023525
secondary,3,1.571967165516847
trunk,3,1.6854550226871676
residential,3,30.74055825281276
trunk,3,3.345036554584614
trunk,3,18.563490909741873
primary_link,3,3.566966060360187
primary,3,4.116485683293452
tertiary,3,22.833056842145233
primary,3,2.5366033218320125
tertiary,3,12.87097791473606
trunk,3,2.58555088338997
tertiary,3,37.58507351606206
tertiary,4,19.26346892648345
primary,1,9.630813355444966
tertiary,3,755.4548635107225
residential,3,4.624614304005899
tertiary,3,8.347042213317009
primary,1,9.93781457087045
residential,3,11.021502689741931
trunk,4,1.4732545989002173
primary,3,0.28093763474079825
tertiary,3,11.88653936664159
secondary,3,10.463529297814242
residential,1,270.2281261342845
residential,3,23.76619056597317
secondary,3,5.656468461693583
tertiary,3,10.96548343487836
secondary,3,1.0470235390266553
primary,3,0.816275295766845
secondary,3,1.2224186776353692
trunk,3,3.701611409756227
primary,3,1.5860256350886808
tertiary,3,742.5219987812628
trunk,3,0.2569458260872366
secondary,3,3.6318073264230866
primary,3,3.8054176762810488
primary,3,0.8114117086531887
primary,3,3.3992056868066585
primary,3,3.1995140498972305
trunk_link,3,5.912597919411074
primary,3,5.278474564278795
primary,4,3.3156110919470856
tertiary,3,107.98896536346179
trunk,1,0.241855050145397
tertiary,3,5.029322717073363
primary,3,4.4110012334216355
primary,3,19.547693356182656
residential,3,13.861191336484069
secondary,3,1.5580503809811883
tertiary,4,9.193694668380761
primary,4,2.2847071834294232
primary,3,0.8523444061726665
trunk,3,3.2927396482890763
primary,3,25.605341049838998
trunk,3,4.473050006319487
primary,3,1.1892364657477827
tertiary,3,19.465348606398802
tertiary,3,744.2633603326418
residential,1,117.4012227167347
secondary,3,9.478323802414813
tertiary,3,3.8945693450647987
primary,3,11.627535764151144
tertiary,4,9.709546938399454
tertiary,3,140.92839244041838
residential,3,18.46482661804885
tertiary,4,160.07775893712773
trunk,3,3.6867775825425153
trunk,3,5.848296656776538
secondary,4,6.871257503893925
trunk,3,1.3571228978200358
primary,3,3.2995258227789357
trunk,3,3.5902441383038104
trunk,3,2.868682192472825
primary,3,3.4334948406711017
trunk,1,2.9385112274820733
primary,3,0.404182880062862
primary,3,0.45544200816168706
secondary,3,110.46649653576384
primary,4,2.0159653521785392
unclassified,3,125.40896683715731
primary,3,3.8187412650714094
tertiary,3,31.47518688302225
primary,4,1.3662380837204544
tertiary,3,4.130683633200098
secondary,3,1.9853137194267247
residential,4,24.643690141822134
residential,3,10.803704947371859
trunk,3,2.5077712565964996
trunk,4,1.8259104193719151
residential,4,6.440772413799153
secondary,3,0.41619924109367945
primary,4,2.7647874170000795
primary,3,3.4198438907989512
trunk,3,4.8463436613444175
trunk,3,0.7958477728593213
primary,3,5.0980866216055825
primary,1,4.168746189076479
primary,4,5.634655789256308
primary,3,10.454442017987384
primary,3,3.8799726106831685
secondary,3,2.0874536060379776
primary,4,2.3419267929558227
trunk,3,1.4819084639612943
primary,3,0.5440608537053059
primary,3,15.24812216370386
motorway,3,1.1929234519038052
primary,3,44.55906093097354
trunk,3,12.916744964022147
trunk,3,12.425491217608489
tertiary,4,7.83822499393377
primary,3,2.068711111155533
tertiary,3,7.819228975612571
primary,3,4.062152861493977
primary,3,20.757418056275878
tertiary,3,12.711309262144683
primary,3,2.7414814434656143
secondary,4,3.615446076386578
primary,3,2.8748486333778183
trunk,3,13.992863511620257
trunk,3,12.487106183195033
tertiary,3,10.44906123241199
trunk,3,3.2825188631985855
primary,3,0.08152947305091295
primary,3,8.52644798504489
primary,1,2.6963616469598004
primary,3,8.288151599385301
primary,3,7.6979241266278216
trunk,3,1.9791557442098382
tertiary,3,24.909130311313596
trunk,4,4.88622999121151
tertiary,3,25.496581419225148
secondary,3,2.687265179138619
residential,3,28.81069325556947
primary,3,6.394851695596641
tertiary,3,757.1548610482032
secondary,3,16.38048554540046
secondary,3,0.7406503627997173
primary_link,3,4.315461197618643
residential,1,156.02999851594998
residential,1,80.65301928015685
trunk,1,56.651722566032895
secondary,4,7.391829076670952
primary,4,3.4623691539045023
tertiary,3,23.943773273654834
tertiary,4,18.278111645345543
primary,4,1.2887975706823693
tertiary,3,13.452937849159433
trunk,3,9.003273701203986
trunk,3,4.256769950646927
trunk,1,5.429790474398988
tertiary,3,160.62123156821434
secondary,4,14.010411613995343
primary,4,13.662648623319722
tertiary,3,20.079353703228428
motorway,3,0.8875704064785573
secondary,3,5.846858378961784
motorway,3,3.406829548292898
primary,3,19.433754458763236
tertiary,4,280.8902071248744
tertiary,3,243.0629080976492
secondary,4,3.683689557070946
primary,3,9.157926839278135
primary,4,3.4270059042476175
primary,4,4.198138224834759
tertiary,3,16.876395072807867
primary,4,5.949912904049267
primary,4,3.863946722083997
trunk,3,4.719410438697137
primary,3,9.81609353898499
trunk,1,3.8616425874941016
trunk,3,1.8282402955536496
primary,3,1.3197553231445485
primary,3,2.7059817078706994
tertiary,3,743.419731174783
primary,3,0.9596318110469195
primary,4,2.6893630158803536
tertiary,3,20.770353347891092
primary,4,3.072890005053587
primary,3,5.2699661281380346
tertiary,3,10.922503454420282
secondary,3,3.508405027758527
primary,4,7.561876029441967
